shots,rmsd
1.000000000000000000e+02,5.772677713004442657e-02
2.000000000000000000e+02,5.279181993551510660e-02
3.000000000000000000e+02,5.499727667568020395e-02
4.000000000000000000e+02,5.345896434557320664e-02
5.000000000000000000e+02,5.387691374995149524e-02
