shots,rmsd
1.000000000000000000e+02,1.010887653287967147e+00
2.000000000000000000e+02,1.023194643772544765e+00
3.000000000000000000e+02,1.027734160301820854e+00
4.000000000000000000e+02,1.030411858670185588e+00
5.000000000000000000e+02,1.031663865112900869e+00
