shots,rmsd
1.000000000000000000e+02,1.107508219231265079e+00
2.000000000000000000e+02,1.122003141229298562e+00
3.000000000000000000e+02,1.126481295485843415e+00
4.000000000000000000e+02,1.128955115683179633e+00
5.000000000000000000e+02,1.130517559247999460e+00
