shots,rmsd
1.000000000000000000e+03,1.034766862412124233e+00
2.000000000000000000e+03,1.036143379852242141e+00
3.000000000000000000e+03,1.036673720330079096e+00
4.000000000000000000e+03,1.036932914447697307e+00
